"","delta.rank","pval","level","nseqs","term","name","p.adj","comparison","ontology"
"7553",-250,0.221455963584175,2,135,"GO:0006109;GO:0010675","regulation of carbohydrate metabolic process",0.604926441923762,"High_v_Mid","Biological Processes"
"7554",-344,0.272751251404983,5,57,"GO:0006110;GO:0033121;GO:0043470;GO:0030811;GO:0051196","regulation of carbohydrate catabolic process",0.657052198282535,"High_v_Mid","Biological Processes"
"7555",-277,0.470191980994291,2,38,"GO:0006111","regulation of gluconeogenesis",0.800018707040172,"High_v_Mid","Biological Processes"
"7556",-1497,0.0731006103516096,3,8,"GO:0006116","NADH oxidation",0.389737852118518,"High_v_Mid","Biological Processes"
"7557",-531,0.0328832529341127,2,91,"GO:0006119;GO:0022904","oxidative phosphorylation",0.262266160563693,"High_v_Mid","Biological Processes"
"7558",-624,0.148146961912668,4,30,"GO:0006120","mitochondrial electron transport, NADH to ubiquinone",0.515848595403284,"High_v_Mid","Biological Processes"
"7559",-47,0.947366641071825,7,11,"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c",0.985348930033753,"High_v_Mid","Biological Processes"
"7560",-1113,0.212310269199709,4,7,"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",0.594615321605155,"High_v_Mid","Biological Processes"
"7561",213,8.97510752292262e-05,3,2967,"GO:0006139;GO:0006725;GO:0034641;GO:0046483;GO:1901360","obsolete cellular nitrogen compound metabolic process",0.00420405433335629,"High_v_Mid","Biological Processes"
"7562",-442,0.0825790737172617,2,87,"GO:0006140;GO:1900542;GO:1903578","regulation of nucleotide metabolic process",0.410945778313051,"High_v_Mid","Biological Processes"
"7563",-553,0.307815693125039,4,19,"GO:0006144","purine nucleobase metabolic process",0.68893751263708,"High_v_Mid","Biological Processes"
"7564",-978,0.310472746291762,3,6,"GO:0006145","purine nucleobase catabolic process",0.689810371277941,"High_v_Mid","Biological Processes"
"7565",75,0.92419276764328,2,9,"GO:0006152;GO:0046130","purine nucleoside catabolic process",0.977349169437491,"High_v_Mid","Biological Processes"
"7566",-1094,2.03084298089741e-09,2,171,"GO:0006164;GO:0072522;GO:0009152;GO:0009260;GO:0046390","purine-containing compound biosynthetic process",4.2807268833059e-07,"High_v_Mid","Biological Processes"
"7567",-781,0.0475694123438513,-1,36,"GO:0006165;GO:0046939","obsolete nucleotide phosphorylation",0.318392467261555,"High_v_Mid","Biological Processes"
"7568",-329,0.75531491087485,4,5,"GO:0006167","AMP biosynthetic process",0.9241021152536,"High_v_Mid","Biological Processes"
"7569",-616,0.296921474159585,2,16,"GO:0006182;GO:0009190","cyclic nucleotide biosynthetic process",0.680889963458808,"High_v_Mid","Biological Processes"
"7570",-800,0.370357434383779,3,7,"GO:0006188;GO:0006189","IMP biosynthetic process",0.736097728197053,"High_v_Mid","Biological Processes"
"7571",522,0.531628981650944,2,8,"GO:0006198;GO:0009214","cyclic nucleotide catabolic process",0.828041468540016,"High_v_Mid","Biological Processes"
"7572",-1336,0.00960441217518289,2,21,"GO:0006206","pyrimidine nucleobase metabolic process",0.135169586178006,"High_v_Mid","Biological Processes"
"7573",-1705,0.0561666367586117,6,7,"GO:0006207;GO:0019856","'de novo' pyrimidine nucleobase biosynthetic process",0.343163033280876,"High_v_Mid","Biological Processes"
"7574",-975,0.0355818598455054,4,26,"GO:0006213","pyrimidine nucleoside metabolic process",0.273442886468975,"High_v_Mid","Biological Processes"
"7575",-485,0.245760846253377,6,32,"GO:0006220","pyrimidine nucleotide metabolic process",0.626824906870894,"High_v_Mid","Biological Processes"
"7576",-761,0.171700755827217,2,18,"GO:0006221","pyrimidine nucleotide biosynthetic process",0.547818164441848,"High_v_Mid","Biological Processes"
"7577",-1581,0.101116723734099,3,6,"GO:0006222;GO:0009174;GO:0046049;GO:0009173","UMP biosynthetic process",0.446491602181462,"High_v_Mid","Biological Processes"
"7578",174,0.825614277939357,3,9,"GO:0006244;GO:0009223;GO:0045008","pyrimidine nucleotide catabolic process",0.948278175814522,"High_v_Mid","Biological Processes"
"7579",958,3.36022767017019e-22,2,616,"GO:0006259","DNA metabolic process",6.61068790311482e-19,"High_v_Mid","Biological Processes"
"7580",1137,7.3825849641451e-11,5,187,"GO:0006260","DNA replication",2.17860082291922e-08,"High_v_Mid","Biological Processes"
"7581",939,5.85194594168297e-06,2,132,"GO:0006261","DNA-templated DNA replication",0.000442797242920678,"High_v_Mid","Biological Processes"
"7582",-149,0.849787939018813,2,9,"GO:0006264","mitochondrial DNA replication",0.956118398154188,"High_v_Mid","Biological Processes"
"7583",1576,0.0591129178204625,6,8,"GO:0006265","DNA topological change",0.348888665310113,"High_v_Mid","Biological Processes"
"7584",2343,0.0017114613044457,5,10,"GO:0006266","DNA ligation",0.0428010365205022,"High_v_Mid","Biological Processes"
"7585",1792,0.0446847330171891,2,7,"GO:0006268","DNA unwinding involved in DNA replication",0.307735465889673,"High_v_Mid","Biological Processes"
"7586",1192,0.0156240008014802,2,23,"GO:0006270","DNA replication initiation",0.179402437218553,"High_v_Mid","Biological Processes"
"7587",849,0.0848971126866778,2,23,"GO:0006271;GO:0022616","DNA strand elongation",0.415474924607606,"High_v_Mid","Biological Processes"
"7588",750,0.436827063367723,2,6,"GO:0006272","leading strand elongation",0.777307175578047,"High_v_Mid","Biological Processes"
"7589",380,0.629415351173206,2,9,"GO:0006273","lagging strand elongation",0.870998687602406,"High_v_Mid","Biological Processes"
"7590",741,0.000829197066245379,6,115,"GO:0006275","regulation of DNA replication",0.0253571040672551,"High_v_Mid","Biological Processes"
"7591",754,0.0559224313029134,5,36,"GO:0006277;GO:0007307","DNA amplification",0.342642496763069,"High_v_Mid","Biological Processes"
"7592",571,0.319083103877137,6,17,"GO:0006278;GO:0007004;GO:0010833","telomere maintenance via telomere lengthening",0.696975750955908,"High_v_Mid","Biological Processes"
"7593",870,4.28348497542973e-12,2,370,"GO:0006281","DNA repair",2.29828439318057e-09,"High_v_Mid","Biological Processes"
"7594",1043,8.4400222736245e-05,2,80,"GO:0006282","regulation of DNA repair",0.00404983832999445,"High_v_Mid","Biological Processes"
"7595",759,0.00588481825318205,2,74,"GO:0006283","transcription-coupled nucleotide-excision repair",0.0955589103170009,"High_v_Mid","Biological Processes"
"7596",554,0.14910083542209,5,38,"GO:0006284","base-excision repair",0.517644761296972,"High_v_Mid","Biological Processes"
"7597",-615,0.348114836578841,5,13,"GO:0006285","base-excision repair, AP site formation",0.722678074389138,"High_v_Mid","Biological Processes"
"7598",753,0.475723556138302,2,5,"GO:0006287","base-excision repair, gap-filling",0.803887796175681,"High_v_Mid","Biological Processes"
"7599",799,0.00076944845999617,5,100,"GO:0006289","nucleotide-excision repair",0.0239014990047231,"High_v_Mid","Biological Processes"
"7600",656,0.49629260894982,5,6,"GO:0006290","pyrimidine dimer repair",0.811109824963709,"High_v_Mid","Biological Processes"
"7601",1491,0.00130699378379789,3,26,"GO:0006293;GO:0070911","nucleotide-excision repair, preincision complex stabilization",0.0358416981084015,"High_v_Mid","Biological Processes"
"7602",918,0.0624408547542105,3,23,"GO:0006294","nucleotide-excision repair, preincision complex assembly",0.360946057550784,"High_v_Mid","Biological Processes"
"7603",2511,0.000773983718898063,4,10,"GO:0006295;GO:1904505;GO:1904506;GO:0061819;GO:1905764;GO:1905765","negative regulation of telomere maintenance in response to DNA damage",0.0239165021410281,"High_v_Mid","Biological Processes"
"7604",1218,0.00131172598973479,-1,39,"GO:0006296;GO:0033683","obsolete nucleotide-excision repair, DNA incision",0.0358416981084015,"High_v_Mid","Biological Processes"
"7605",1505,0.00691349320325056,2,18,"GO:0006297","nucleotide-excision repair, DNA gap filling",0.108231928078474,"High_v_Mid","Biological Processes"
"7606",1768,4.23676271097692e-05,4,30,"GO:0006298","mismatch repair",0.00242770616700833,"High_v_Mid","Biological Processes"
"7607",1314,1.69283297050361e-12,3,164,"GO:0006302","double-strand break repair",9.99110019191231e-10,"High_v_Mid","Biological Processes"
"7608",-236,0.45975302668653,3,55,"GO:0006304","DNA modification",0.792020538092207,"High_v_Mid","Biological Processes"
"7609",45,0.908559637468644,-1,37,"GO:0006305;GO:0006306;GO:0044728","obsolete DNA methylation or demethylation",0.970203602872699,"High_v_Mid","Biological Processes"
"7610",1601,6.97969395155209e-19,4,175,"GO:0006310","DNA recombination",1.02985384255151e-15,"High_v_Mid","Biological Processes"
"7611",584,2.1890870845179e-09,2,635,"GO:0006325;GO:0071824","protein-DNA complex organization",4.4551696458016e-07,"High_v_Mid","Biological Processes"
"7612",1078,0.00200623113308987,5,46,"GO:0006334","nucleosome assembly",0.0486349459416272,"High_v_Mid","Biological Processes"
"7613",1522,0.114395792471925,5,6,"GO:0006335","DNA replication-dependent chromatin assembly",0.471315910748446,"High_v_Mid","Biological Processes"
"7614",1111,0.183391567361635,2,8,"GO:0006337;GO:0031498","nucleosome disassembly",0.560945801370343,"High_v_Mid","Biological Processes"
"7615",520,5.04136819026153e-05,5,354,"GO:0006338","chromatin remodeling",0.00268809172748304,"High_v_Mid","Biological Processes"
"7616",1408,0.182448503214872,2,5,"GO:0006346","DNA methylation-dependent heterochromatin formation",0.559910242754281,"High_v_Mid","Biological Processes"
"7617",668,0.396332907455285,-1,9,"GO:0006349","obsolete regulation of gene expression by genomic imprinting",0.755447580154637,"High_v_Mid","Biological Processes"
"7618",484,6.33502614226329e-07,2,639,"GO:0006351;GO:0032774;GO:0141187;GO:0097659","nucleic acid biosynthetic process",7.19025467146883e-05,"High_v_Mid","Biological Processes"
"7619",5,0.980800583018622,5,116,"GO:0006352;GO:0006367","DNA-templated transcription initiation",0.994042302841725,"High_v_Mid","Biological Processes"
"7620",549,0.088566968137602,5,54,"GO:0006353","DNA-templated transcription termination",0.421210512448128,"High_v_Mid","Biological Processes"
"7621",355,0.219765852552837,6,67,"GO:0006354;GO:0006368","transcription elongation by RNA polymerase II",0.604125785638959,"High_v_Mid","Biological Processes"
"7622",349,3.01619478729442e-09,2,2200,"GO:0006355;GO:2001141;GO:0051252;GO:0019219;GO:1903506;GO:2000112","regulation of nucleobase-containing compound metabolic process",5.39441867715505e-07,"High_v_Mid","Biological Processes"
"7623",475,0.287565198199329,2,28,"GO:0006356","regulation of transcription by RNA polymerase I",0.671601778497068,"High_v_Mid","Biological Processes"
"7624",291,7.6956031709242e-05,2,1211,"GO:0006357","regulation of transcription by RNA polymerase II",0.00375367354667724,"High_v_Mid","Biological Processes"
"7625",186,0.77702487923823,3,13,"GO:0006359","regulation of transcription by RNA polymerase III",0.931629682562559,"High_v_Mid","Biological Processes"
"7626",301,0.501037322209159,6,28,"GO:0006360;GO:0006361;GO:0006363","transcription by RNA polymerase I",0.811574237055502,"High_v_Mid","Biological Processes"
"7627",473,0.00663766410883361,4,188,"GO:0006364;GO:0016072","rRNA metabolic process",0.104747309011594,"High_v_Mid","Biological Processes"
"7628",339,0.00399120957118305,2,425,"GO:0006366","transcription by RNA polymerase II",0.0740758455632779,"High_v_Mid","Biological Processes"
"7629",620,0.165669208070474,6,28,"GO:0006369","termination of RNA polymerase II transcription",0.542307080439233,"High_v_Mid","Biological Processes"
"7630",-42,0.916248322826542,5,35,"GO:0006370;GO:0009452;GO:0036260","7-methylguanosine RNA capping",0.97407435655206,"High_v_Mid","Biological Processes"
"7631",2024,1.27666150004941e-05,7,26,"GO:0006376","mRNA splice site recognition",0.000897006687296621,"High_v_Mid","Biological Processes"
"7632",205,0.603678643433903,-1,36,"GO:0006378;GO:0043631","obsolete mRNA polyadenylation",0.854943690240943,"High_v_Mid","Biological Processes"
"7633",-269,0.547248840290653,-1,28,"GO:0006379","obsolete mRNA cleavage",0.833512943327854,"High_v_Mid","Biological Processes"
"7634",-1745,0.0703693659341968,2,6,"GO:0006382;GO:0016553","base conversion or substitution editing",0.380786128464627,"High_v_Mid","Biological Processes"
"7635",216,0.697807211683568,6,18,"GO:0006383","transcription by RNA polymerase III",0.904954968536661,"High_v_Mid","Biological Processes"
"7636",408,0.69941226992905,6,5,"GO:0006384","transcription initiation at RNA polymerase III promoter",0.905791596601477,"High_v_Mid","Biological Processes"
"7637",594,0.505547749786856,6,7,"GO:0006390","mitochondrial transcription",0.814562604215677,"High_v_Mid","Biological Processes"
"7638",447,3.10726834531385e-06,3,661,"GO:0006396","RNA processing",0.000272789929138758,"High_v_Mid","Biological Processes"
"7639",564,7.43066684363816e-06,2,368,"GO:0006397;GO:0000375;GO:0008380;GO:0000377;GO:0000398","mRNA processing",0.000534826776965273,"High_v_Mid","Biological Processes"
"7640",86,0.675717016026631,5,135,"GO:0006399","tRNA metabolic process",0.893684050381724,"High_v_Mid","Biological Processes"
"7641",144,0.648729039180519,2,56,"GO:0006400","tRNA modification",0.881724362162582,"High_v_Mid","Biological Processes"
"7642",156,0.340562399554554,3,214,"GO:0006401;GO:0141188","nucleic acid catabolic process",0.714539382215065,"High_v_Mid","Biological Processes"
"7643",-95,0.571216285647902,2,202,"GO:0006403","RNA localization",0.842550538148171,"High_v_Mid","Biological Processes"
"7644",96,0.650377966796288,2,127,"GO:0006405;GO:0051168;GO:0006611;GO:0071166;GO:0071426","nuclear export",0.882269444074615,"High_v_Mid","Biological Processes"
"7645",38,0.878162016050227,7,92,"GO:0006406;GO:0051028;GO:0071427","mRNA transport",0.96261246469625,"High_v_Mid","Biological Processes"
"7646",-763,0.39266294415368,7,7,"GO:0006409;GO:0051031;GO:0071431","tRNA transport",0.7544841281064,"High_v_Mid","Biological Processes"
"7647",153,0.26089410494342,3,311,"GO:0006412;GO:0043043","peptide biosynthetic process",0.642849832101181,"High_v_Mid","Biological Processes"
"7648",590,0.0130089459203792,3,100,"GO:0006413","translational initiation",0.159457040733794,"High_v_Mid","Biological Processes"
"7649",-21,0.937995788922095,3,74,"GO:0006414","translational elongation",0.982510275943056,"High_v_Mid","Biological Processes"
"7650",-202,0.501136622376945,2,62,"GO:0006415;GO:0070126;GO:0070125","mitochondrial translational elongation",0.811574237055502,"High_v_Mid","Biological Processes"
"7651",-479,0.200524025541623,4,40,"GO:0006418;GO:0043039;GO:0043038","amino acid activation",0.583288713034332,"High_v_Mid","Biological Processes"
"7652",-292,0.695948877961118,2,10,"GO:0006425","glutaminyl-tRNA aminoacylation",0.903738234923326,"High_v_Mid","Biological Processes"
"7653",-2348,0.0261919956427701,2,5,"GO:0006432","phenylalanyl-tRNA aminoacylation",0.240412376801912,"High_v_Mid","Biological Processes"
"7654",-186,0.564004714057397,2,54,"GO:0006446","regulation of translational initiation",0.842313476945643,"High_v_Mid","Biological Processes"
"7655",680,0.177396337355434,2,22,"GO:0006448","regulation of translational elongation",0.555139545637207,"High_v_Mid","Biological Processes"
"7656",36,0.965757226591659,3,8,"GO:0006450;GO:0106074","regulation of translational fidelity",0.98886256375221,"High_v_Mid","Biological Processes"
